isla;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
Tenerife;Dorada (Sparus aurata);No aplicable;Nº de adultos de engorde;3125000
Tenerife;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de adultos de engorde;2420000
Tenerife;Gallinas;Desconocido;Granjas de producción para carne;953520
Tenerife;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;600225
Tenerife;Pulpo (Octopus vulgaris);No aplicable;Nº de huevos;500000
Tenerife;Gallinas;Desconocido;Incubadoras;208200
Tenerife;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);147855
Tenerife;Gallinas;Desconocido;Granjas de producción para huevos. Campera;27821
Tenerife;Caprinos;Tinerfeña;Reproductoras hembra;21281
Tenerife;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;18486
Tenerife;Abejas;Negra Canaria;Trashumante;10510
Tenerife;Caracoles;Desconocido;Total;10000
Tenerife;Porcinos;Mestiza;Cebo;9199
Tenerife;Conejos;Híbrido Selecto;Cebo;6350
Tenerife;Porcinos;Mestiza;Lechones;5143
Tenerife;Porcinos;Mestiza;Recría/Transición;4907
Tenerife;Abejas;Negra Canaria;Estante;4604
Tenerife;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;3497
Tenerife;Caprinos;Tinerfeña;No reproductores de 4 a 12 meses;3316
Tenerife;Caprinos;Majorera;Reproductoras hembra;3190
Tenerife;Caprinos;Tinerfeña;No reproductores menores de 4 meses;3038
Tenerife;Ovinos;Canaria de Pelo;Reproductoras hembra;2610
Tenerife;Perdices;Desconocido;Granjas de selección para caza para repoblación;2500
Tenerife;Porcinos;Mestiza;Cerdas;2138
Tenerife;Ovinos;Canaria;Reproductoras hembra;1337
Tenerife;Conejos;Híbrido Selecto;Madres;1118
Tenerife;Caprinos;Tinerfeña;Reproductores macho;905
Tenerife;Bovinos;Mestiza;Cebo;814
Tenerife;Gallinas;Desconocido;Desconocido;813
Tenerife;Bovinos;Frisona Europea;Reproductoras hembra;778
Tenerife;Bovinos;Angus;Cebo;732
Tenerife;Caprinos;Agrupación Canaria;Reproductoras hembra;671
Tenerife;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;659
Tenerife;Conejos;Híbrido Selecto;Reposición;594
Tenerife;Bovinos;Blanc Blue Belge (BBB);Cebo;557
Tenerife;Conejos;Híbrido Selecto;Reproductoras hembra;552
Tenerife;Caprinos;Majorera;No reproductores de 4 a 12 meses;527
Tenerife;Pulpo (Octopus vulgaris);No aplicable;Nº de reproductores;500
Tenerife;Pez de limón (Seriola dumerili);No aplicable;Nº de reproductores;500
Tenerife;Mero (Epinephelus marginatus);No aplicable;Nº de reproductores;500
Tenerife;Dorada (Sparus aurata);No aplicable;Nº de reproductores;500
Tenerife;Porcinos;Negra Canaria;Cebo;418
Tenerife;Abejas;Híbrida;Trashumante;405
Tenerife;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;403
Tenerife;Bovinos;Canaria;Reproductoras hembra;402
Tenerife;Ovinos;Canaria;No reproductores de 4 a 12 meses;320
Tenerife;Caprinos;Majorera;No reproductores menores de 4 meses;319
Tenerife;Porcinos;Mestiza;Reposición;318
Tenerife;Ovinos;Canaria;No reproductores menores de 4 meses;318
Tenerife;Bovinos;Frisona Europea;Reposición;318
Tenerife;Porcinos;Negra Canaria;Lechones;311
Tenerife;Caballos;Mestiza;No reproductores con más de 36 meses;280
Tenerife;Ovinos;Canaria de Pelo;Cebo;278
Tenerife;Caprinos;Otro;Reproductoras hembra;273
Tenerife;Porcinos;Negra Canaria;Cerdas;266
Tenerife;Caprinos;Mestiza;Reproductoras hembra;215
Tenerife;Caballos;Mestiza;Hembras de vientre con más de 36 meses;213
Tenerife;Codornices;Desconocido;Granjas de cría para carne;200
Tenerife;Bovinos;Canaria;Reproductores macho;198
Tenerife;Conejos;Neozelandés;Cebo;190
Tenerife;Bovinos;Canaria;Reposición;186
Tenerife;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;171
Tenerife;Conejos;Híbrido Selecto;Abuelas;164
Tenerife;Conejos;Desconocido;Cebo;160
Tenerife;Abejas;Desconocido;Estante;150
Tenerife;Bovinos;Mestiza;Reproductoras hembra;146
Tenerife;Porcinos;Negra Canaria;Recría/Transición;145
Tenerife;Caprinos;Majorera;Reproductores macho;136
Tenerife;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;128
Tenerife;Bovinos;Frisona Europea;Cebo;126
Tenerife;Porcinos;Yorkshire;Cerdas;120
Tenerife;Conejos;Neozelandés;Reproductoras hembra;120
Tenerife;Codornices;Desconocido;Granjas de producción para huevos;115
Tenerife;Ovinos;Canaria de Pelo;Reproductores macho;110
Tenerife;Porcinos;Yorkshire;Cebo;100
Tenerife;Caprinos;Agrupación Canaria;No reproductores menores de 4 meses;98
Tenerife;Abejas;Híbrida;Estante;84
Tenerife;Porcinos;Negra Canaria;Reposición;77
Tenerife;Bovinos;Fleickvieh;Reproductoras hembra;77
Tenerife;Porcinos;Yorkshire;Lechones;75
Tenerife;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;73
Tenerife;Porcinos;Yorkshire;Recría/Transición;70
Tenerife;Conejos;Desconocido;Abuelos;70
Tenerife;Ovinos;Canaria;Reproductores macho;68
Tenerife;Caballos;Otro;No reproductores con más de 36 meses;68
Tenerife;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;65
Tenerife;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;63
Tenerife;Mulas;Mestiza;No reproductores con más de 36 meses;53
Tenerife;Bovinos;Blonde D'Aquitaine;Reproductoras hembra;53
Tenerife;Pintadas;Desconocido;Granjas de multiplicación para huevos;50
Tenerife;Bovinos;Frisona Europea;Reproductores macho;50
Tenerife;Bovinos;Blonde D'Aquitaine;Cebo;50
Tenerife;Bovinos;Mestiza;Reposición;48
Tenerife;Porcinos;Mestiza;Verracos;44
Tenerife;Bovinos;Canaria;Cebo;44
Tenerife;Dromedarios;Desconocido;Total;42
Tenerife;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;42
Tenerife;Porcinos;Yorkshire;Reposición;40
Tenerife;Gallinas;Desconocido;Granjas de multiplicación para huevos;40
Tenerife;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;39
Tenerife;Caballos;Otro;Hembras de vientre con más de 36 meses;39
Tenerife;Asnos;Majorera;Hembras de vientre con más de 36 meses;38
Tenerife;Conejos;Híbrido Selecto;Padres;37
Tenerife;Caprinos;Palmera;Reproductoras hembra;37
Tenerife;Caballos;Caballo de Deporte Español;Hembras de vientre con más de 36 meses;36
Tenerife;Porcinos;Negra Canaria;Verracos;35
Tenerife;Abejas;Buckfast;Trashumante;35
Tenerife;Conejos;Desconocido;Madres;33
Tenerife;Caprinos;Agrupación Canaria;Reproductores macho;33
Tenerife;Bovinos;Holstein Frisona;Reproductoras hembra;33
Tenerife;Caprinos;Mestiza;No reproductores menores de 4 meses;32
Tenerife;Palomas;Desconocido;Desconocido;31
Tenerife;Patos;Desconocido;Granjas de multiplicación para huevos;30
Tenerife;Conejos;Neozelandés;Madres;30
Tenerife;Caprinos;Otro;Reproductores macho;30
Tenerife;Caprinos;Otro;No reproductores de 4 a 12 meses;30
Tenerife;Caprinos;Mestiza;No reproductores de 4 a 12 meses;27
Tenerife;Caballos;Pura Raza Árabe (PRA);Sementales con más de 36 meses;24
Tenerife;Bovinos;Fleickvieh;Reposición;24
Tenerife;Pavos;Desconocido;Granjas de producción para carne;23
Tenerife;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;23
Tenerife;Caballos;Pony Shetland;No reproductores con más de 36 meses;23
Tenerife;Asnos;Majorera;Sementales con más de 36 meses;23
Tenerife;Caballos;Pura Raza Árabe (PRA);No reproductores con más de 36 meses;22
Tenerife;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;22
Tenerife;Asnos;Mestiza;No reproductores con más de 36 meses;22
Tenerife;Abejas;Italiana;Trashumante;22
Tenerife;Caballos;Póney Cruzado;No reproductores con más de 36 meses;21
Tenerife;Caballos;Pony Shetland;Hembras de vientre con más de 36 meses;21
Tenerife;Caballos;Mestiza;Sementales con más de 36 meses;21
Tenerife;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;21
Tenerife;Bovinos;Asturiana de los Valles;Reproductoras hembra;21
Tenerife;Porcinos;Desconocido;Lechones;20
Tenerife;Patos;Desconocido;Granjas de producción para carne;20
Tenerife;Ovinos;Palmera;Reproductoras hembra;20
Tenerife;Gallinas;Desconocido;Granjas de multiplicación para carne;20
Tenerife;Caballos;Póney Cruzado;Hembras de vientre con más de 36 meses;20
Tenerife;Bovinos;Fleickvieh;Cebo;20
Tenerife;Ovinos;Mestiza;Reproductoras hembra;19
Tenerife;Bovinos;Mestiza;Reproductores macho;19
Tenerife;Asnos;Mestiza;Hembras de vientre con más de 36 meses;19
Tenerife;Caballos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;18
Tenerife;Bovinos;Blanc Blue Belge (BBB);Reproductoras hembra;18
Tenerife;Mulas;Mestiza;Hembras de vientre con más de 36 meses;17
Tenerife;Conejos;Híbrido Selecto;Abuelos;17
Tenerife;Bovinos;Fleickvieh;Reproductores macho;17
Tenerife;Porcinos;Desconocido;Cerdas;16
Tenerife;Ovinos;Mestiza;No reproductores de 4 a 12 meses;16
Tenerife;Bovinos;Asturiana de los Valles;Cebo;16
Tenerife;Porcinos;Blanco Belga;Cebo;15
Tenerife;Codornices;Desconocido;Granjas de cría para huevos (aves de explotación);15
Tenerife;Caballos;Otro;Sementales con más de 36 meses;14
Tenerife;Asnos;Mestiza;Sementales con más de 36 meses;13
Tenerife;Asnos;Majorera;No reproductores con más de 36 meses;12
Tenerife;Porcinos;Pietrain;Verracos;11
Tenerife;Conejos;Híbrido Selecto;Reproductores macho;11
Tenerife;Perdices;Desconocido;Granjas de cría para carne;10
Tenerife;Caballos;Pony Shetland;Sementales con más de 36 meses;10
Tenerife;Caballos;Koninklijk Warmbloed Paardenstamboek Nederland (KWPN);No reproductores con más de 36 meses;10
Tenerife;Caballos;Hispano-Árabe;No reproductores con más de 36 meses;10
Tenerife;Caballos;Hannoveriano;No reproductores con más de 36 meses;10
Tenerife;Conejos;Californiana;Madres;9
Tenerife;Caballos;Mestiza;Animales mayores de 6 meses y menores de 12 meses;9
Tenerife;Bovinos;Simmentahl;Reproductoras hembra;9
Tenerife;Pintadas;Desconocido;Granjas de producción para carne;8
Tenerife;Patos;Desconocido;Granjas de producción para huevos;8
Tenerife;Caballos;Anglo-Árabe;Animales mayores de 12 meses y menores de 36 meses;8
Tenerife;Abejas;Desconocido;Trashumante;8
Tenerife;Palomas;Desconocido;Granjas de producción para carne;7
Tenerife;Ovinos;Carranzana;Reproductoras hembra;7
Tenerife;Ocas;Desconocido;Granjas de producción para carne;7
Tenerife;Mulas;Mestiza;Animales mayores de 12 meses y menores de 36 meses;7
Tenerife;Caprinos;Mestiza;Reproductores macho;7
Tenerife;Caballos;Otro;Animales mayores de 12 meses y menores de 36 meses;7
Tenerife;Bovinos;Limousin;Reproductores macho;7
Tenerife;Abejas;Buckfast;Estante;7
Tenerife;Porcinos;Desconocido;Verracos;6
Tenerife;Caprinos;Palmera;Reproductores macho;6
Tenerife;Caprinos;Otro;No reproductores menores de 4 meses;6
Tenerife;Bovinos;Blonde D'Aquitaine;Reproductores macho;6
Tenerife;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;6
Tenerife;Asnos;Andaluz;Hembras de vientre con más de 36 meses;6
Tenerife;Ovinos;Desconocido;Reproductoras hembra;5
Tenerife;Ovinos;Canaria;Cebo;5
Tenerife;Gallinas;Desconocido;Granjas de cría para carne;5
Tenerife;Conejos;Neozelandés;Padres;5
Tenerife;Caballos;Póney Cruzado;Sementales con más de 36 meses;5
Tenerife;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;5
Tenerife;Caballos;Pura Raza Árabe (PRA);Animales mayores de 12 meses y menores de 36 meses;5
Tenerife;Caballos;Pura Raza Española (PRE);Animales mayores de 12 meses y menores de 36 meses;5
Tenerife;Caballos;Hispano-Árabe;Hembras de vientre con más de 36 meses;5
Tenerife;Caballos;Hannoveriano;Hembras de vientre con más de 36 meses;5
Tenerife;Caballos;Belgian Warmblood;Hembras de vientre con más de 36 meses;5
Tenerife;Caballos;Anglo-Árabe;Sementales con más de 36 meses;5
Tenerife;Bovinos;Limousin;Reproductoras hembra;5
Tenerife;Porcinos;Yorkshire;Verracos;4
Tenerife;Porcinos;Blanco Belga;Cerdas;4
Tenerife;Patos;Desconocido;Granjas de cría para huevos (aves de explotación);4
Tenerife;Ovinos;Palmera;Reproductores macho;4
Tenerife;Ovinos;Mestiza;Reproductores macho;4
Tenerife;Conejos;Desconocido;Padres;4
Tenerife;Conejos;Común Pardo Español;Reproductoras hembra;4
Tenerife;Conejos;Californiana;Cebo;4
Tenerife;Caballos;Caballo de Deporte Español;Sementales con más de 36 meses;4
Tenerife;Caballos;Belgian Warmblood;No reproductores con más de 36 meses;4
Tenerife;Bovinos;Normanda;Reproductoras hembra;4
Tenerife;Conejos;Desconocido;Reposición;3
Tenerife;Caprinos;Tinerfeña;Cebo;3
Tenerife;Caprinos;Desconocido;No reproductores de 4 a 12 meses;3
Tenerife;Caballos;Póney Cruzado;Animales mayores de 12 meses y menores de 36 meses;3
Tenerife;Caballos;Pura Raza Árabe (PRA);Animales mayores de 6 meses y menores de 12 meses;3
Tenerife;Bovinos;Palmera;Reproductoras hembra;3
Tenerife;Bovinos;Limousin;Cebo;3
Tenerife;Asnos;Zamorano-Leonés;No reproductores con más de 36 meses;3
Tenerife;Asnos;Mallorquina;Hembras de vientre con más de 36 meses;3
Tenerife;Asnos;Andaluz;Sementales con más de 36 meses;3
Tenerife;Faisanes;Desconocido;Granjas de producción para carne;2
Tenerife;Conejos;Común Pardo Español;Reproductores macho;2
Tenerife;Conejos;Común Pardo Español;Cebo;2
Tenerife;Conejos;Californiana;Padres;2
Tenerife;Caprinos;Palmera;No reproductores de 4 a 12 meses;2
Tenerife;Caprinos;Desconocido;Reproductoras hembra;2
Tenerife;Caballos;Pura Raza Española (PRE);Animales con menos de 6 meses;2
Tenerife;Caballos;Oldenburger;No reproductores con más de 36 meses;2
Tenerife;Caballos;Hispano-Árabe;Sementales con más de 36 meses;2
Tenerife;Bovinos;Palmera;Reproductores macho;2
Tenerife;Bovinos;Montbeliarde;Reproductoras hembra;2
Tenerife;Bovinos;Montbeliarde;Cebo;2
Tenerife;Bovinos;Dexter;Reproductoras hembra;2
Tenerife;Bovinos;Charolaise;Reproductoras hembra;2
Tenerife;Bovinos;Asturiana de los Valles;Reproductores macho;2
Tenerife;Asnos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;2
Tenerife;Asnos;Majorera;Animales mayores de 6 meses y menores de 12 meses;2
Tenerife;Asnos;Majorera;Animales con menos de 6 meses;2
Tenerife;Asnos;Catalan;Hembras de vientre con más de 36 meses;2
Tenerife;Asnos;Andaluz;No reproductores con más de 36 meses;2
Tenerife;Asnos;Andaluz;Animales mayores de 12 meses y menores de 36 meses;2
Tenerife;Pavos;Desconocido;Granjas de cría para huevos (aves de explotación);1
Tenerife;Ovinos;Desconocido;Reproductores macho;1
Tenerife;Ovinos;Carranzana;Reproductores macho;1
Tenerife;Mulas;Mestiza;Animales con menos de 6 meses;1
Tenerife;Emúes;Desconocido;Granjas de producción para carne;1
Tenerife;Conejos;Desconocido;Reproductores macho;1
Tenerife;Conejos;Común Pardo Español;Padres;1
Tenerife;Conejos;Común Pardo Español;Madres;1
Tenerife;Conejos;Angora;Reposición;1
Tenerife;Caprinos;Desconocido;Reproductores macho;1
Tenerife;Caballos;Welsh;Hembras de vientre con más de 36 meses;1
Tenerife;Caballos;Shagya;No reproductores con más de 36 meses;1
Tenerife;Caballos;Quarter Horse;No reproductores con más de 36 meses;1
Tenerife;Caballos;Póney Cruzado;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Caballos;Póney Cruzado;Animales con menos de 6 meses;1
Tenerife;Caballos;Puro Sangre Lusitano;Hembras de vientre con más de 36 meses;1
Tenerife;Caballos;Pura Sangre Inglés (PSI);Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Caballos;Pura Raza Española (PRE);Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Caballos;Otro;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Caballos;Hannoveriano;Sementales con más de 36 meses;1
Tenerife;Caballos;Danés;No reproductores con más de 36 meses;1
Tenerife;Caballos;Danés;Hembras de vientre con más de 36 meses;1
Tenerife;Caballos;Caballo de Deporte Portugués;Sementales con más de 36 meses;1
Tenerife;Caballos;Caballo de Deporte Español;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Caballos;British Sport Horse;Hembras de vientre con más de 36 meses;1
Tenerife;Caballos;Baden-Württemberg;Hembras de vientre con más de 36 meses;1
Tenerife;Caballos;Appalossa;No reproductores con más de 36 meses;1
Tenerife;Bovinos;Salers;Cebo;1
Tenerife;Bovinos;Rubia Gallega;Reproductores macho;1
Tenerife;Bovinos;Otro;Cebo;1
Tenerife;Bovinos;Charolaise;Reproductores macho;1
Tenerife;Bovinos;Charolaise;Cebo;1
Tenerife;Bovinos;Angus;Reproductores macho;1
Tenerife;Asnos;Zamorano-Leonés;Hembras de vientre con más de 36 meses;1
Tenerife;Asnos;Mestiza;Animales con menos de 6 meses;1
Tenerife;Asnos;Catalan;Sementales con más de 36 meses;1
Tenerife;Asnos;Asno de las Encartaciones;No reproductores con más de 36 meses;1
Lanzarote;Dorada (Sparus aurata);No aplicable;Nº de alevines;3345715
Lanzarote;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de alevines;2157142
Lanzarote;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;38075
Lanzarote;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;34428
Lanzarote;Caprinos;Majorera;Reproductoras hembra;15002
Lanzarote;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);5025
Lanzarote;Caprinos;Majorera;No reproductores menores de 4 meses;3255
Lanzarote;Caprinos;Majorera;No reproductores de 4 a 12 meses;1970
Lanzarote;Ovinos;Canaria de Pelo;Reproductoras hembra;1166
Lanzarote;Gallinas;Desconocido;Desconocido;1100
Lanzarote;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;950
Lanzarote;Ovinos;Canaria;Reproductoras hembra;898
Lanzarote;Porcinos;Mestiza;Lechones;625
Lanzarote;Porcinos;Mestiza;Cebo;507
Lanzarote;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;485
Lanzarote;Caprinos;Majorera;Reproductores macho;477
Lanzarote;Dorada (Sparus aurata);No aplicable;Kgs de huevos;400
Lanzarote;Dromedarios;Desconocido;Total;264
Lanzarote;Ovinos;Canaria;No reproductores menores de 4 meses;248
Lanzarote;Abejas;Negra Canaria;Trashumante;201
Lanzarote;Dorada (Sparus aurata);No aplicable;Kgs de adultos de engorde;200
Lanzarote;Gallinas;Desconocido;Granjas de selección para carne;150
Lanzarote;Porcinos;Mestiza;Cerdas;138
Lanzarote;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;138
Lanzarote;Porcinos;Negra Canaria;Lechones;134
Lanzarote;Gallinas;Desconocido;Granjas de cría para carne;130
Lanzarote;Gallinas;Desconocido;Granjas de producción para huevos. Campera;104
Lanzarote;Ovinos;Canaria;No reproductores de 4 a 12 meses;102
Lanzarote;Dorada (Sparus aurata);No aplicable;Kgs de reproductores;100
Lanzarote;Conejos;Californiana;Reposición;93
Lanzarote;Porcinos;Negra Canaria;Cebo;88
Lanzarote;Abejas;Negra Canaria;Estante;71
Lanzarote;Palomas;Desconocido;Granjas de cría para carne;70
Lanzarote;Ovinos;Canaria;Reproductores macho;65
Lanzarote;Ovinos;Canaria de Pelo;Reproductores macho;64
Lanzarote;Porcinos;Negra Canaria;Cerdas;61
Lanzarote;Porcinos;Ibérico;Cerdas;60
Lanzarote;Palomas;Desconocido;Granjas de producción para carne;60
Lanzarote;Conejos;Californiana;Cebo;55
Lanzarote;Bovinos;Mestiza;Reproductores macho;54
Lanzarote;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;53
Lanzarote;Lubina o robalo (Dicentrarchus labrax);No aplicable;Kgs de reproductores;50
Lanzarote;Lubina o robalo (Dicentrarchus labrax);No aplicable;Kgs de adultos de engorde;50
Lanzarote;Porcinos;Ibérico;Lechones;48
Lanzarote;Patos;Desconocido;Granjas de producción para huevos;47
Lanzarote;Conejos;Californiana;Madres;45
Lanzarote;Caballos;Mestiza;No reproductores con más de 36 meses;45
Lanzarote;Asnos;Majorera;Hembras de vientre con más de 36 meses;44
Lanzarote;Bovinos;Mestiza;Reproductoras hembra;41
Lanzarote;Caballos;Mestiza;Hembras de vientre con más de 36 meses;40
Lanzarote;Bovinos;Jersey;Reproductoras hembra;39
Lanzarote;Gallinas;Desconocido;Granjas de multiplicación para huevos;30
Lanzarote;Caprinos;Agrupación Canaria;No reproductores menores de 4 meses;30
Lanzarote;Porcinos;Mestiza;Reposición;27
Lanzarote;Ovinos;Desconocido;Reproductoras hembra;27
Lanzarote;Asnos;Mestiza;Hembras de vientre con más de 36 meses;27
Lanzarote;Porcinos;Mestiza;Recría/Transición;25
Lanzarote;Porcinos;Negra Canaria;Verracos;24
Lanzarote;Porcinos;Ibérico;Reposición;24
Lanzarote;Faisanes;Desconocido;Granjas de producción para carne;23
Lanzarote;Conejos;Neozelandés;Reposición;23
Lanzarote;Porcinos;Negra Canaria;Reposición;22
Lanzarote;Conejos;Común Pardo Español;Otro;20
Lanzarote;Bovinos;Jersey;Cebo;19
Lanzarote;Conejos;Californiana;Padres;18
Lanzarote;Patos;Desconocido;Granjas de producción para carne;17
Lanzarote;Conejos;Común Pardo Español;Madres;16
Lanzarote;Ocas;Desconocido;Granjas de producción para huevos;15
Lanzarote;Gallinas;Desconocido;Granjas de producción para carne;15
Lanzarote;Bovinos;Frisona Europea;Reproductoras hembra;15
Lanzarote;Conejos;Común Gris Español;Reposición;14
Lanzarote;Bovinos;Jersey;Reposición;14
Lanzarote;Asnos;Majorera;Sementales con más de 36 meses;14
Lanzarote;Conejos;Neozelandés;Reproductoras hembra;12
Lanzarote;Conejos;Desconocido;Cebo;12
Lanzarote;Caprinos;Agrupación Canaria;Reproductoras hembra;12
Lanzarote;Conejos;Híbrido Selecto;Reposición;11
Lanzarote;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;11
Lanzarote;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;11
Lanzarote;Pavos;Desconocido;Granjas de producción para carne;10
Lanzarote;Pavos;Desconocido;Granjas de multiplicación para huevos;10
Lanzarote;Ovinos;Desconocido;No reproductores menores de 4 meses;10
Lanzarote;Codornices;Desconocido;Granjas de producción para carne;10
Lanzarote;Porcinos;Mestiza;Verracos;9
Lanzarote;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;9
Lanzarote;Bovinos;Frisona Europea;Reproductores macho;9
Lanzarote;Asnos;Mestiza;Sementales con más de 36 meses;8
Lanzarote;Asnos;Andaluz;Hembras de vientre con más de 36 meses;8
Lanzarote;Conejos;Desconocido;Madres;7
Lanzarote;Caballos;Otro;Hembras de vientre con más de 36 meses;7
Lanzarote;Caprinos;Otro;Reproductoras hembra;6
Lanzarote;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;6
Lanzarote;Bovinos;Mestiza;Cebo;6
Lanzarote;Porcinos;Negra Canaria;Recría/Transición;5
Lanzarote;Porcinos;Ibérico;Verracos;5
Lanzarote;Ovinos;Canaria de Pelo;Cebo;5
Lanzarote;Conejos;Común Gris Español;Madres;5
Lanzarote;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;5
Lanzarote;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;5
Lanzarote;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;5
Lanzarote;Asnos;Mestiza;No reproductores con más de 36 meses;5
Lanzarote;Pavos;Desconocido;Granjas de multiplicación para carne;4
Lanzarote;Pavos;Desconocido;Granjas de cría para huevos (aves de explotación);4
Lanzarote;Conejos;Neozelandés;Reproductores macho;4
Lanzarote;Conejos;Común Pardo Español;Padres;4
Lanzarote;Codornices;Desconocido;Granjas de cría para carne;4
Lanzarote;Caprinos;Majorera;Cebo;4
Lanzarote;Caballos;Pony Shetland;Sementales con más de 36 meses;4
Lanzarote;Bovinos;Jersey;Reproductores macho;4
Lanzarote;Asnos;Majorera;No reproductores con más de 36 meses;4
Lanzarote;Pavos;Desconocido;Granjas de producción para huevos;3
Lanzarote;Conejos;Desconocido;Padres;3
Lanzarote;Caprinos;Otro;Reproductores macho;3
Lanzarote;Caballos;Pony Shetland;No reproductores con más de 36 meses;3
Lanzarote;Caballos;Pony Shetland;Hembras de vientre con más de 36 meses;3
Lanzarote;Caballos;Otro;Sementales con más de 36 meses;3
Lanzarote;Asnos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;3
Lanzarote;Asnos;Mestiza;Animales con menos de 6 meses;3
Lanzarote;Asnos;Andaluz;Sementales con más de 36 meses;3
Lanzarote;Porcinos;Mestizo LW-BB;Cerdas;2
Lanzarote;Perdices;Desconocido;Granjas de producción para carne;2
Lanzarote;Patos;Desconocido;Granjas de cría para huevos (aves de explotación);2
Lanzarote;Ovinos;Desconocido;Reproductores macho;2
Lanzarote;Conejos;Desconocido;Reposición;2
Lanzarote;Conejos;Californiana;Reproductoras hembra;2
Lanzarote;Caprinos;Otro;No reproductores de 4 a 12 meses;2
Lanzarote;Caprinos;Agrupación Canaria;Reproductores macho;2
Lanzarote;Caballos;Póney Cruzado;Sementales con más de 36 meses;2
Lanzarote;Caballos;Póney Cruzado;Hembras de vientre con más de 36 meses;2
Lanzarote;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;2
Lanzarote;Caballos;Otro;No reproductores con más de 36 meses;2
Lanzarote;Caballos;Mestiza;Sementales con más de 36 meses;2
Lanzarote;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;2
Lanzarote;Asnos;Majorera;Animales mayores de 6 meses y menores de 12 meses;2
Lanzarote;Asnos;Majorera;Animales con menos de 6 meses;2
Lanzarote;Porcinos;Mestizo LW-BB;Lechones;1
Lanzarote;Ovinos;Mestiza;Reproductoras hembra;1
Lanzarote;Mulas;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Conejos;Silvestre;Padres;1
Lanzarote;Conejos;Silvestre;Madres;1
Lanzarote;Conejos;Común Gris Español;Padres;1
Lanzarote;Caprinos;Mestiza;Reproductoras hembra;1
Lanzarote;Caprinos;Desconocido;Reproductores macho;1
Lanzarote;Caprinos;Desconocido;Reproductoras hembra;1
Lanzarote;Camellos;Desconocido;Total;1
Lanzarote;Caballos;Shire;Hembras de vientre con más de 36 meses;1
Lanzarote;Caballos;Quarter Horse;No reproductores con más de 36 meses;1
Lanzarote;Caballos;Póney Cruzado;No reproductores con más de 36 meses;1
Lanzarote;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;1
Lanzarote;Caballos;Pura Raza Española (PRE);Animales con menos de 6 meses;1
Lanzarote;Caballos;Hispano-Árabe;Hembras de vientre con más de 36 meses;1
Lanzarote;Caballos;Hispano-Árabe;Animales con menos de 6 meses;1
Lanzarote;Bovinos;Mestiza;Reposición;1
Lanzarote;Bovinos;Limousin;Reproductores macho;1
Lanzarote;Bovinos;Canaria;Reproductores macho;1
Lanzarote;Bovinos;Canaria;Reproductoras hembra;1
