isla;municipio_nombre;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
Gran Canaria;Telde;Porcinos;Mestiza;Recría/Transición;155
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Frisona Europea;Cebo;155
Gran Canaria;Agüimes;Ovinos;Canaria de Pelo;Reproductoras hembra;155
Gran Canaria;Valsequillo de Gran Canaria;Caprinos;Majorera;No reproductores de 4 a 12 meses;152
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria;No reproductores de 4 a 12 meses;151
Gran Canaria;Valsequillo de Gran Canaria;Gallinas;Desconocido;Granjas de producción para huevos. Campera;150
Gran Canaria;Valleseco;Conejos;Híbrido Selecto;Madres;150
Gran Canaria;Telde;Abejas;Desconocido;Estante;150
Gran Canaria;Tejeda;Porcinos;Mestiza;Lechones;150
Gran Canaria;Tejeda;Porcinos;Mestiza;Cebo;150
Gran Canaria;Las Palmas de Gran Canaria;Caprinos;Majorera;No reproductores de 4 a 12 meses;150
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Holstein Frisona;Reproductoras hembra;150
Gran Canaria;Arucas;Bovinos;Mestiza;Cebo;148
Gran Canaria;Agaete;Abejas;Negra Canaria;Estante;147
Gran Canaria;Agüimes;Caprinos;Majorera;Reproductores macho;142
Gran Canaria;Teror;Gallinas;Desconocido;Granjas de producción para huevos. Campera;140
Gran Canaria;Telde;Caballos;Mestiza;No reproductores con más de 36 meses;137
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Mestiza;Reposición;137
Gran Canaria;Ingenio;Bovinos;Mestiza;Cebo;136
Gran Canaria;Agüimes;Porcinos;Mestiza;Cerdas;136
Gran Canaria;Ingenio;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;135
Gran Canaria;Telde;Bovinos;Holstein Frisona;Reproductoras hembra;132
Gran Canaria;Valsequillo de Gran Canaria;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;127
Gran Canaria;Teror;Caprinos;Majorera;Reproductoras hembra;127
Gran Canaria;Santa Lucía de Tirajana;Caprinos;Majorera;Reproductores macho;125
Gran Canaria;Vega de San Mateo;Caprinos;Majorera;Reproductoras hembra;124
Gran Canaria;Vega de San Mateo;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;120
Gran Canaria;Valleseco;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;120
Gran Canaria;Telde;Perdices;Desconocido;Granjas de cría para huevos (aves de explotación);120
Gran Canaria;Las Palmas de Gran Canaria;Conejos;Desconocido;Cebo;120
Gran Canaria;Vega de San Mateo;Ovinos;Canaria;Reproductoras hembra;118
Gran Canaria;Santa Brígida;Abejas;Negra Canaria;Trashumante;117
Gran Canaria;Valsequillo de Gran Canaria;Ovinos;Canaria;No reproductores menores de 4 meses;116
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria de Pelo;Reproductoras hembra;116
Gran Canaria;Telde;Ovinos;Canaria;No reproductores menores de 4 meses;115
Gran Canaria;Las Palmas de Gran Canaria;Caprinos;Majorera;No reproductores menores de 4 meses;114
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Blanc Blue Belge (BBB);Cebo;113
Gran Canaria;Tejeda;Ovinos;Canaria;No reproductores de 4 a 12 meses;112
Gran Canaria;Tejeda;Abejas;Negra Canaria;Trashumante;112
Gran Canaria;Arucas;Bovinos;Frisona Europea;Reposición;110
Gran Canaria;Agüimes;Conejos;Silvestre;Reproductoras hembra;110
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria de Pelo;Reproductoras hembra;108
Gran Canaria;Santa Brígida;Ovinos;Canaria;Reproductoras hembra;107
Gran Canaria;Agüimes;Porcinos;Negra Canaria;Cerdas;107
Gran Canaria;Moya;Bovinos;Mestiza;Reproductoras hembra;105
Gran Canaria;La Aldea de San Nicolás;Bovinos;Frisona Europea;Reposición;105
Gran Canaria;Valleseco;Abejas;Negra Canaria;Estante;104
Gran Canaria;Teror;Bovinos;Mestiza;Cebo;104
Gran Canaria;La Aldea de San Nicolás;Bovinos;Braunvieh;Reproductoras hembra;103
Gran Canaria;Valleseco;Ovinos;Canaria de Pelo;Reproductoras hembra;102
Gran Canaria;Teror;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;100
Gran Canaria;Telde;Caprinos;Majorera;Reproductores macho;100
Gran Canaria;Santa Lucía de Tirajana;Patos;Desconocido;Granjas de producción para huevos;100
Gran Canaria;Santa Lucía de Tirajana;Caprinos;Agrupación Canaria;Reproductoras hembra;100
Gran Canaria;Arucas;Gallinas;Desconocido;Granjas de selección para carne;100
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Mestiza;Reposición;97
Gran Canaria;San Bartolomé de Tirajana;Ovinos;Canaria de Pelo;Reproductoras hembra;97
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;97
Gran Canaria;Santa Lucía de Tirajana;Caprinos;Majorera;Cebo;94
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Palmera;Reproductoras hembra;93
Gran Canaria;Ingenio;Conejos;Neozelandés;Reproductores macho;93
Gran Canaria;Valleseco;Bovinos;Mestiza;Cebo;90
Gran Canaria;Teror;Porcinos;Mestiza;Cerdas;88
Gran Canaria;Gáldar;Gallinas;Desconocido;Granjas de cría para carne;85
Gran Canaria;Santa María de Guía de Gran Canaria;Abejas;Negra Canaria;Trashumante;84
Gran Canaria;Moya;Caprinos;Majorera;No reproductores de 4 a 12 meses;84
Gran Canaria;Arucas;Caprinos;Majorera;No reproductores menores de 4 meses;84
Gran Canaria;Artenara;Abejas;Negra Canaria;Estante;84
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria;Reproductores macho;83
Gran Canaria;Santa Brígida;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;82
Gran Canaria;Firgas;Caprinos;Majorera;Reproductoras hembra;82
Gran Canaria;Las Palmas de Gran Canaria;Palomas;Desconocido;Granjas de cría para huevos (aves de explotación);81
Gran Canaria;Arucas;Abejas;Negra Canaria;Estante;81
Gran Canaria;Vega de San Mateo;Palomas;Desconocido;Granjas de cría para carne;80
Gran Canaria;Telde;Gallinas;Desconocido;Granjas de multiplicación para huevos;80
Gran Canaria;Moya;Codornices;Desconocido;Granjas de producción para huevos;80
Gran Canaria;Gáldar;Gallinas;Desconocido;Desconocido;80
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Mestiza;Cebo;79
Gran Canaria;Las Palmas de Gran Canaria;Ovinos;Canaria;No reproductores menores de 4 meses;78
Gran Canaria;Ingenio;Bovinos;Jersey;Reproductoras hembra;78
Gran Canaria;Moya;Caprinos;Majorera;No reproductores menores de 4 meses;77
Gran Canaria;La Aldea de San Nicolás;Bovinos;Mestiza;Reposición;77
Gran Canaria;Agüimes;Ovinos;Canaria;No reproductores menores de 4 meses;76
Gran Canaria;Telde;Bovinos;Frisona Europea;Reposición;75
Gran Canaria;Gáldar;Abejas;Negra Canaria;Trashumante;75
Gran Canaria;Santa Lucía de Tirajana;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);74
Gran Canaria;Moya;Ovinos;Canaria;No reproductores menores de 4 meses;74
Gran Canaria;Agüimes;Porcinos;Negra Canaria;Cebo;74
Gran Canaria;La Aldea de San Nicolás;Bovinos;Mestiza;Cebo;73
Gran Canaria;Moya;Ovinos;Canaria;No reproductores de 4 a 12 meses;71
Gran Canaria;Moya;Bovinos;Mestiza;Reposición;71
Gran Canaria;Telde;Caballos;Mestiza;Hembras de vientre con más de 36 meses;70
Gran Canaria;Ingenio;Caprinos;Majorera;Reproductores macho;69
Gran Canaria;Arucas;Abejas;Negra Canaria;Trashumante;69
Gran Canaria;San Bartolomé de Tirajana;Ovinos;Canaria;Reproductores macho;67
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Mestiza;Reproductoras hembra;67
Gran Canaria;Vega de San Mateo;Bovinos;Mestiza;Reproductoras hembra;66
Gran Canaria;Arucas;Caprinos;Majorera;No reproductores de 4 a 12 meses;66
Gran Canaria;Las Palmas de Gran Canaria;Conejos;Desconocido;Reproductoras hembra;60
Gran Canaria;Gáldar;Ovinos;Canaria;No reproductores de 4 a 12 meses;60
Gran Canaria;Agüimes;Bovinos;Mestiza;Reposición;60
Gran Canaria;Vega de San Mateo;Bovinos;Otro;Cebo;59
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Mestiza;Reproductoras hembra;59
Gran Canaria;Vega de San Mateo;Bovinos;Mestiza;Cebo;57
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Frisona Europea;Reproductoras hembra;57
Gran Canaria;Gáldar;Ovinos;Canaria;Reproductores macho;57
Gran Canaria;Agüimes;Ovinos;Canaria;No reproductores de 4 a 12 meses;55
Gran Canaria;Ingenio;Conejos;Silvestre;Reposición;54
Gran Canaria;Valleseco;Ovinos;Canaria;No reproductores menores de 4 meses;53
Gran Canaria;Gáldar;Bovinos;Frisona Europea;Cebo;53
Gran Canaria;Firgas;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;53
Gran Canaria;Arucas;Caballos;Mestiza;No reproductores con más de 36 meses;52
Gran Canaria;Valsequillo de Gran Canaria;Caprinos;Majorera;Cebo;50
Gran Canaria;Valleseco;Bovinos;Mestiza;Reproductoras hembra;50
Gran Canaria;Las Palmas de Gran Canaria;Ovinos;Canaria de Pelo;Reproductoras hembra;50
Gran Canaria;La Aldea de San Nicolás;Ovinos;Canaria;No reproductores de 4 a 12 meses;50
Gran Canaria;Arucas;Porcinos;Negra Canaria;Lechones;50
Gran Canaria;Arucas;Porcinos;Negra Canaria;Cerdas;50
Gran Canaria;Tejeda;Caprinos;Majorera;Reproductores macho;49
Gran Canaria;Ingenio;Ovinos;Canaria de Pelo;Reproductoras hembra;49
Gran Canaria;Arucas;Bovinos;Mestiza;Reproductoras hembra;49
Gran Canaria;Moya;Bovinos;Frisona Europea;Reproductoras hembra;48
Gran Canaria;Ingenio;Bovinos;Frisona Europea;Reposición;48
Gran Canaria;Arucas;Ovinos;Canaria;No reproductores de 4 a 12 meses;48
Gran Canaria;Arucas;Bovinos;Holstein Frisona;Reproductoras hembra;48
Gran Canaria;Tejeda;Caprinos;Majorera;No reproductores menores de 4 meses;47
Gran Canaria;Gáldar;Caprinos;Majorera;Reproductores macho;47
Gran Canaria;Valsequillo de Gran Canaria;Bovinos;Frisona Europea;Reproductoras hembra;46
Gran Canaria;Santa María de Guía de Gran Canaria;Bovinos;Blanc Blue Belge (BBB);Cebo;46
Gran Canaria;Firgas;Abejas;Negra Canaria;Estante;46
Gran Canaria;Agüimes;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;45
Gran Canaria;Las Palmas de Gran Canaria;Porcinos;Mestiza;Lechones;44
Gran Canaria;Tejeda;Porcinos;Mestiza;Cerdas;43
Gran Canaria;Moya;Bovinos;Canaria;Reproductoras hembra;43
Gran Canaria;Arucas;Caprinos;Majorera;Reproductores macho;43
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria;No reproductores menores de 4 meses;42
Gran Canaria;Valsequillo de Gran Canaria;Caprinos;Majorera;Reproductores macho;41
Gran Canaria;Teror;Porcinos;Mestiza;Reposición;40
Gran Canaria;Telde;Palomas;Desconocido;Granjas de selección para huevos;40
Gran Canaria;Tejeda;Perdices;Desconocido;Granjas de producción para caza para repoblación;40
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria de Pelo;Cebo;40
Gran Canaria;Artenara;Caprinos;Majorera;No reproductores menores de 4 meses;40
Gran Canaria;Telde;Ovinos;Canaria;Reproductores macho;39
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Mestiza;Reposición;39
Gran Canaria;La Aldea de San Nicolás;Bovinos;Frisona Europea;Cebo;39
Gran Canaria;La Aldea de San Nicolás;Abejas;Negra Canaria;Estante;39
Gran Canaria;Ingenio;Ovinos;Canaria;Reproductores macho;39
Gran Canaria;Gáldar;Bovinos;Mestiza;Reposición;39
Gran Canaria;Gáldar;Bovinos;Mestiza;Cebo;39
Gran Canaria;San Bartolomé de Tirajana;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;38
Gran Canaria;Ingenio;Bovinos;Mestiza;Reproductoras hembra;38
Gran Canaria;Gáldar;Caprinos;Majorera;No reproductores de 4 a 12 meses;38
Gran Canaria;Vega de San Mateo;Gallinas;Desconocido;Granjas de selección para huevos;37
Gran Canaria;Teror;Ovinos;Canaria;No reproductores menores de 4 meses;37
Gran Canaria;Teror;Caprinos;Majorera;No reproductores de 4 a 12 meses;37
Gran Canaria;Valsequillo de Gran Canaria;Bovinos;Canaria;Reproductoras hembra;36
Gran Canaria;Las Palmas de Gran Canaria;Caballos;Mestiza;Hembras de vientre con más de 36 meses;36
Gran Canaria;Artenara;Caprinos;Majorera;No reproductores de 4 a 12 meses;36
Gran Canaria;Agüimes;Porcinos;Mestiza;Reposición;36
Gran Canaria;Agüimes;Bovinos;Mestiza;Reproductoras hembra;36
Gran Canaria;Agaete;Bovinos;Frisona Europea;Reposición;36
Gran Canaria;Mogán;Caprinos;Majorera;No reproductores menores de 4 meses;35
Gran Canaria;Las Palmas de Gran Canaria;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;35
Gran Canaria;Arucas;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;35
Gran Canaria;Agüimes;Porcinos;Blanco Belga;Cerdas;35
Gran Canaria;Valleseco;Porcinos;Mestiza;Lechones;34
Gran Canaria;Moya;Bovinos;Mestiza;Cebo;34
Gran Canaria;Ingenio;Bovinos;Canaria;Reproductoras hembra;34
Gran Canaria;Gáldar;Porcinos;Negra Canaria;Lechones;34
Gran Canaria;Arucas;Caballos;Otro;No reproductores con más de 36 meses;34
Gran Canaria;Artenara;Ovinos;Canaria;Reproductoras hembra;34
Gran Canaria;Agüimes;Bovinos;Montbeliarde;Reproductoras hembra;34
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;33
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Holstein Frisona;Reposición;33
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Holstein Frisona;Reposición;32
Gran Canaria;Gáldar;Bovinos;Mestiza;Reproductoras hembra;32
Gran Canaria;Agüimes;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;32
Gran Canaria;Las Palmas de Gran Canaria;Caprinos;Majorera;Reproductores macho;31
Gran Canaria;Ingenio;Bovinos;Roja Danesa;Reproductoras hembra;31
Gran Canaria;Arucas;Porcinos;Negra Canaria;Cebo;31
Gran Canaria;Vega de San Mateo;Patos;Desconocido;Granjas de cría para carne;30
Gran Canaria;Teror;Palomas;Desconocido;Granjas de producción para carne;30
Gran Canaria;Teror;Codornices;Desconocido;Granjas de producción para carne;30
Gran Canaria;Telde;Porcinos;Mestiza;Reposición;30
Gran Canaria;San Bartolomé de Tirajana;Porcinos;Negra Canaria;Cebo;30
Gran Canaria;San Bartolomé de Tirajana;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;30
Gran Canaria;Mogán;Porcinos;Negra Canaria;Cerdas;30
Gran Canaria;Mogán;Ovinos;Canaria;Reproductoras hembra;30
Gran Canaria;Mogán;Abejas;Negra Canaria;Trashumante;30
Gran Canaria;La Aldea de San Nicolás;Ovinos;Canaria;No reproductores menores de 4 meses;30
Gran Canaria;Ingenio;Palomas;Desconocido;Granjas de producción para carne;30
Gran Canaria;Ingenio;Palomas;Desconocido;Granjas de cría para carne;30
Gran Canaria;Firgas;Bovinos;Mestiza;Reproductores macho;30
Gran Canaria;Arucas;Caballos;Mestiza;Hembras de vientre con más de 36 meses;30
Gran Canaria;Agüimes;Bovinos;Holstein Frisona;Reposición;30
Gran Canaria;Valsequillo de Gran Canaria;Porcinos;Mestiza;Cebo;29
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;29
Gran Canaria;Las Palmas de Gran Canaria;Caballos;Mestiza;No reproductores con más de 36 meses;29
Gran Canaria;Agüimes;Bovinos;Canaria;Reproductoras hembra;29
Gran Canaria;Valleseco;Caprinos;Majorera;No reproductores menores de 4 meses;28
Gran Canaria;Valleseco;Porcinos;Mestiza;Cebo;27
Gran Canaria;Valleseco;Bovinos;Frisona Europea;Reproductoras hembra;27
Gran Canaria;Santa Brígida;Conejos;Californiana;Cebo;27
Gran Canaria;San Bartolomé de Tirajana;Porcinos;Negra Canaria;Lechones;27
Gran Canaria;Agaete;Caprinos;Majorera;Reproductoras hembra;27
Gran Canaria;Telde;Gallinas;Desconocido;Granjas de producción para huevos. Campera;26
Gran Canaria;Santa Brígida;Caprinos;Majorera;No reproductores menores de 4 meses;26
Gran Canaria;Las Palmas de Gran Canaria;Bovinos;Holstein Frisona;Cebo;26
Gran Canaria;Firgas;Ovinos;Canaria;Reproductoras hembra;26
Gran Canaria;Vega de San Mateo;Pintadas;Desconocido;Granjas de producción para carne;25
Gran Canaria;Valsequillo de Gran Canaria;Bovinos;Montbeliarde;Reproductoras hembra;25
Gran Canaria;Valleseco;Caprinos;Majorera;No reproductores de 4 a 12 meses;25
Gran Canaria;Valleseco;Bovinos;Blanc Blue Belge (BBB);Cebo;25
Gran Canaria;Teror;Ovinos;Canaria de Pelo;Reproductoras hembra;25
Gran Canaria;Telde;Ocas;Desconocido;Granjas de producción para huevos;25
Gran Canaria;Telde;Bovinos;Mestiza;Reproductoras hembra;25
Gran Canaria;Telde;Bovinos;Frisona Europea;Cebo;25
Gran Canaria;Santa Lucía de Tirajana;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;25
Gran Canaria;San Bartolomé de Tirajana;Caprinos;Palmera;No reproductores de 4 a 12 meses;25
Gran Canaria;Firgas;Ovinos;Canaria;No reproductores de 4 a 12 meses;24
Gran Canaria;Valleseco;Ovinos;Canaria;No reproductores de 4 a 12 meses;23
Gran Canaria;San Bartolomé de Tirajana;Bovinos;Holstein Frisona;Cebo;23
Gran Canaria;Moya;Bovinos;Mestiza;Reproductores macho;23
Gran Canaria;Ingenio;Conejos;Neozelandés;Abuelos;23
Gran Canaria;Agaete;Bovinos;Mestiza;Reproductoras hembra;23
Gran Canaria;Valsequillo de Gran Canaria;Bovinos;Mestiza;Cebo;22
Gran Canaria;Telde;Ovinos;Canaria de Pelo;Reproductores macho;22
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria de Pelo;Cebo;22
Gran Canaria;Agüimes;Ovinos;Canaria;Reproductores macho;22
Gran Canaria;Vega de San Mateo;Ovinos;Canaria;No reproductores de 4 a 12 meses;21
Gran Canaria;Vega de San Mateo;Caprinos;Majorera;No reproductores de 4 a 12 meses;21
Gran Canaria;Valsequillo de Gran Canaria;Bovinos;Mestiza;Reproductoras hembra;21
Gran Canaria;Valleseco;Bovinos;Holstein Frisona;Reproductoras hembra;21
Gran Canaria;Teror;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;21
Gran Canaria;Santa María de Guía de Gran Canaria;Caprinos;Majorera;No reproductores de 4 a 12 meses;21
Gran Canaria;Moya;Ovinos;Canaria;Reproductores macho;21
Gran Canaria;Vega de San Mateo;Ovinos;Canaria;No reproductores menores de 4 meses;20
Gran Canaria;Valsequillo de Gran Canaria;Ovinos;Canaria;Reproductores macho;20
Gran Canaria;Valleseco;Porcinos;Blanco Belga;Cebo;20
Gran Canaria;Valleseco;Conejos;Híbrido Selecto;Reposición;20
Gran Canaria;Valleseco;Conejos;Común Gris Español;Cebo;20
Gran Canaria;Teror;Pintadas;Desconocido;Granjas de producción para carne;20
Gran Canaria;Teror;Patos;Desconocido;Granjas de producción para carne;20
Gran Canaria;Teror;Conejos;Gigante Español;Reposición;20
Gran Canaria;Teror;Conejos;Gigante Español;Cebo;20
Gran Canaria;Telde;Bovinos;Jersey;Reproductoras hembra;20
Gran Canaria;Tejeda;Ovinos;Canaria;No reproductores menores de 4 meses;20
Gran Canaria;Santa María de Guía de Gran Canaria;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;20
Gran Canaria;Santa Lucía de Tirajana;Asnos;Mestiza;No reproductores con más de 36 meses;20
Gran Canaria;Mogán;Porcinos;Negra Canaria;Cebo;20
Gran Canaria;Ingenio;Conejos;Silvestre;Madres;20
Gran Canaria;Arucas;Caballos;Otro;Hembras de vientre con más de 36 meses;20
Gran Canaria;Arucas;Bovinos;Mestiza;Reposición;20
Gran Canaria;Vega de San Mateo;Caprinos;Majorera;No reproductores menores de 4 meses;19
Gran Canaria;Santa Lucía de Tirajana;Caballos;Mestiza;Hembras de vientre con más de 36 meses;19
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Frisona Europea;Reposición;19
Gran Canaria;Santa Lucía de Tirajana;Bovinos;Canaria;Reposición;19
Gran Canaria;Santa Brígida;Caballos;Otro;No reproductores con más de 36 meses;19
Gran Canaria;Moya;Bovinos;Holstein Frisona;Reproductoras hembra;19
Gran Canaria;Moya;Bovinos;Frisona Europea;Reposición;19
Gran Canaria;Las Palmas de Gran Canaria;Ovinos;Canaria;Reproductores macho;19
Gran Canaria;La Aldea de San Nicolás;Bovinos;Braunvieh;Reposición;19
Gran Canaria;Agüimes;Bovinos;Canaria;Reposición;19
Gran Canaria;Santa Brígida;Caprinos;Majorera;No reproductores de 4 a 12 meses;18
Gran Canaria;San Bartolomé de Tirajana;Porcinos;Negra Canaria;Cerdas;18
Gran Canaria;Ingenio;Bovinos;Mestiza;Reposición;18
Gran Canaria;Arucas;Bovinos;Otro;Cebo;18
Gran Canaria;Artenara;Abejas;Negra Canaria;Trashumante;18
Gran Canaria;Valsequillo de Gran Canaria;Ovinos;Canaria;No reproductores de 4 a 12 meses;17
Gran Canaria;Tejeda;Ovinos;Canaria;Reproductores macho;17
Gran Canaria;Moya;Caprinos;Majorera;Reproductores macho;17
