isla;municipio_nombre;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
Tenerife;San Juan de la Rambla;Asnos;Majorera;Sementales con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Porcinos;Negra Canaria;Verracos;1
Tenerife;San Cristóbal de La Laguna;Ovinos;Canaria;Reproductores macho;1
Tenerife;San Cristóbal de La Laguna;Conejos;Híbrido Selecto;Reproductores macho;1
Tenerife;San Cristóbal de La Laguna;Conejos;Común Pardo Español;Reproductores macho;1
Tenerife;San Cristóbal de La Laguna;Caprinos;Agrupación Canaria;Reproductoras hembra;1
Tenerife;San Cristóbal de La Laguna;Caballos;Shagya;No reproductores con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Árabe (PRA);Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Pura Raza Española (PRE);Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Mestiza;Sementales con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Mestiza;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Hispano-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;Caballo de Deporte Portugués;Sementales con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Caballos;British Sport Horse;Hembras de vientre con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Bovinos;Limousin;Reproductores macho;1
Tenerife;San Cristóbal de La Laguna;Asnos;Zamorano-Leonés;No reproductores con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Zamorano-Leonés;Hembras de vientre con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Mestiza;Animales con menos de 6 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Majorera;No reproductores con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Asno de las Encartaciones;No reproductores con más de 36 meses;1
Tenerife;San Cristóbal de La Laguna;Asnos;Andaluz;Sementales con más de 36 meses;1
Tenerife;Puerto de la Cruz;Caballos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Puerto de la Cruz;Caballos;Mestiza;Hembras de vientre con más de 36 meses;1
Tenerife;Los Realejos;Ovinos;Carranzana;Reproductores macho;1
Tenerife;Los Realejos;Caballos;Pura Raza Árabe (PRA);Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Los Realejos;Caballos;Pura Raza Española (PRE);Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Los Realejos;Caballos;Otro;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Los Realejos;Caballos;Caballo de Deporte Español;Hembras de vientre con más de 36 meses;1
Tenerife;Los Realejos;Bovinos;Montbeliarde;Reproductoras hembra;1
Tenerife;Los Realejos;Bovinos;Limousin;Reproductoras hembra;1
Tenerife;Los Realejos;Bovinos;Angus;Reproductores macho;1
Tenerife;Los Realejos;Asnos;Majorera;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Los Realejos;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Los Realejos;Asnos;Majorera;Animales con menos de 6 meses;1
Tenerife;Los Realejos;Asnos;Andaluz;Hembras de vientre con más de 36 meses;1
Tenerife;La Victoria de Acentejo;Porcinos;Negra Canaria;Verracos;1
Tenerife;La Victoria de Acentejo;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
Tenerife;La Victoria de Acentejo;Asnos;Majorera;Sementales con más de 36 meses;1
Tenerife;La Orotava;Ovinos;Palmera;Reproductoras hembra;1
Tenerife;La Orotava;Emúes;Desconocido;Granjas de producción para carne;1
Tenerife;La Orotava;Caballos;Póney Cruzado;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;La Orotava;Caballos;Pura Raza Árabe (PRA);Sementales con más de 36 meses;1
Tenerife;La Orotava;Caballos;Pura Raza Árabe (PRA);No reproductores con más de 36 meses;1
Tenerife;La Orotava;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Tenerife;La Orotava;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Tenerife;La Orotava;Caballos;Mestiza;Sementales con más de 36 meses;1
Tenerife;La Orotava;Caballos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;La Orotava;Caballos;Koninklijk Warmbloed Paardenstamboek Nederland (KWPN);No reproductores con más de 36 meses;1
Tenerife;La Orotava;Caballos;Appalossa;No reproductores con más de 36 meses;1
Tenerife;La Orotava;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Tenerife;La Orotava;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;La Orotava;Caballos;Anglo-Árabe;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;La Orotava;Asnos;Mestiza;Sementales con más de 36 meses;1
Tenerife;La Orotava;Asnos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;La Orotava;Asnos;Majorera;Sementales con más de 36 meses;1
Tenerife;La Orotava;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;La Matanza de Acentejo;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Tenerife;La Matanza de Acentejo;Caballos;Otro;No reproductores con más de 36 meses;1
Tenerife;La Matanza de Acentejo;Caballos;Mestiza;Sementales con más de 36 meses;1
Tenerife;La Guancha;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;1
Tenerife;La Guancha;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
Tenerife;La Guancha;Caballos;Otro;No reproductores con más de 36 meses;1
Tenerife;La Guancha;Caballos;Otro;Hembras de vientre con más de 36 meses;1
Tenerife;La Guancha;Caballos;Caballo de Deporte Español;No reproductores con más de 36 meses;1
Tenerife;La Guancha;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Tenerife;Icod de los Vinos;Ovinos;Desconocido;Reproductoras hembra;1
Tenerife;Icod de los Vinos;Ovinos;Canaria de Pelo;Reproductoras hembra;1
Tenerife;Icod de los Vinos;Ovinos;Canaria;Reproductores macho;1
Tenerife;Icod de los Vinos;Mulas;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Icod de los Vinos;Conejos;Desconocido;Reproductores macho;1
Tenerife;Icod de los Vinos;Conejos;Desconocido;Padres;1
Tenerife;Icod de los Vinos;Caprinos;Agrupación Canaria;Reproductores macho;1
Tenerife;Icod de los Vinos;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;1
Tenerife;Icod de los Vinos;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Tenerife;Icod de los Vinos;Caballos;Otro;Sementales con más de 36 meses;1
Tenerife;Icod de los Vinos;Caballos;Hispano-Árabe;No reproductores con más de 36 meses;1
Tenerife;Icod de los Vinos;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Tenerife;Icod de los Vinos;Caballos;Anglo-Árabe;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Icod de los Vinos;Bovinos;Mestiza;Reproductoras hembra;1
Tenerife;Icod de los Vinos;Bovinos;Canaria;Reproductoras hembra;1
Tenerife;Icod de los Vinos;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Icod de los Vinos;Asnos;Majorera;Animales con menos de 6 meses;1
Tenerife;Güímar;Ovinos;Canaria de Pelo;Reproductores macho;1
Tenerife;Güímar;Ovinos;Canaria;No reproductores de 4 a 12 meses;1
Tenerife;Güímar;Codornices;Desconocido;Granjas de producción para huevos;1
Tenerife;Güímar;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;1
Tenerife;Güímar;Caballos;Pura Raza Árabe (PRA);Sementales con más de 36 meses;1
Tenerife;Güímar;Caballos;Pura Raza Árabe (PRA);No reproductores con más de 36 meses;1
Tenerife;Güímar;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Tenerife;Güímar;Caballos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Güímar;Caballos;Hispano-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;Güímar;Caballos;Anglo-Árabe;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Güímar;Bovinos;Frisona Europea;Reproductores macho;1
Tenerife;Guía de Isora;Porcinos;Mestiza;Verracos;1
Tenerife;Guía de Isora;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;1
Tenerife;Guía de Isora;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Tenerife;Guía de Isora;Caballos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Guía de Isora;Caballos;Mestiza;Hembras de vientre con más de 36 meses;1
Tenerife;Guía de Isora;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Tenerife;Guía de Isora;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;Guía de Isora;Bovinos;Canaria;Reposición;1
Tenerife;Guía de Isora;Asnos;Majorera;No reproductores con más de 36 meses;1
Tenerife;Guía de Isora;Asnos;Andaluz;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Granadilla de Abona;Caprinos;Majorera;Reproductores macho;1
Tenerife;Granadilla de Abona;Caballos;Póney Cruzado;Sementales con más de 36 meses;1
Tenerife;Granadilla de Abona;Caballos;Póney Cruzado;Animales con menos de 6 meses;1
Tenerife;Granadilla de Abona;Caballos;Puro Sangre Lusitano;Hembras de vientre con más de 36 meses;1
Tenerife;Granadilla de Abona;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;1
Tenerife;Granadilla de Abona;Caballos;Pura Raza Española (PRE);Animales con menos de 6 meses;1
Tenerife;Granadilla de Abona;Caballos;Caballo de Deporte Español;Sementales con más de 36 meses;1
Tenerife;Granadilla de Abona;Caballos;Caballo de Deporte Español;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Granadilla de Abona;Bovinos;Frisona Europea;Reposición;1
Tenerife;Granadilla de Abona;Asnos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Granadilla de Abona;Asnos;Majorera;No reproductores con más de 36 meses;1
Tenerife;Granadilla de Abona;Asnos;Majorera;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Garachico;Caballos;Pura Raza Árabe (PRA);Sementales con más de 36 meses;1
Tenerife;Garachico;Caballos;Otro;No reproductores con más de 36 meses;1
Tenerife;Garachico;Caballos;Otro;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Garachico;Caballos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Garachico;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
Tenerife;Garachico;Asnos;Catalan;Sementales con más de 36 meses;1
Tenerife;Fasnia;Porcinos;Negra Canaria;Verracos;1
Tenerife;Fasnia;Ovinos;Canaria de Pelo;Cebo;1
Tenerife;Fasnia;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Tenerife;Fasnia;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;Fasnia;Asnos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;El Tanque;Porcinos;Mestiza;Recría/Transición;1
Tenerife;El Tanque;Ovinos;Canaria de Pelo;Reproductoras hembra;1
Tenerife;El Tanque;Ovinos;Canaria;Reproductores macho;1
Tenerife;El Tanque;Mulas;Mestiza;No reproductores con más de 36 meses;1
Tenerife;El Tanque;Caprinos;Otro;Reproductores macho;1
Tenerife;El Tanque;Caprinos;Majorera;Reproductoras hembra;1
Tenerife;El Tanque;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Tenerife;El Tanque;Caballos;Pony Shetland;Hembras de vientre con más de 36 meses;1
Tenerife;El Tanque;Caballos;Otro;Sementales con más de 36 meses;1
Tenerife;El Tanque;Caballos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;El Tanque;Asnos;Mestiza;Sementales con más de 36 meses;1
Tenerife;El Sauzal;Ovinos;Canaria;Reproductores macho;1
Tenerife;El Sauzal;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;1
Tenerife;El Sauzal;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;1
Tenerife;El Sauzal;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Tenerife;El Rosario;Porcinos;Negra Canaria;Verracos;1
Tenerife;El Rosario;Patos;Desconocido;Granjas de producción para huevos;1
Tenerife;El Rosario;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;1
Tenerife;El Rosario;Ovinos;Canaria;No reproductores de 4 a 12 meses;1
Tenerife;El Rosario;Conejos;Común Pardo Español;Padres;1
Tenerife;El Rosario;Conejos;Común Pardo Español;Madres;1
Tenerife;El Rosario;Caballos;Póney Cruzado;No reproductores con más de 36 meses;1
Tenerife;El Rosario;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;1
Tenerife;El Rosario;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Tenerife;El Rosario;Caballos;Hannoveriano;Sementales con más de 36 meses;1
Tenerife;El Rosario;Caballos;Danés;No reproductores con más de 36 meses;1
Tenerife;El Rosario;Caballos;Danés;Hembras de vientre con más de 36 meses;1
Tenerife;El Rosario;Caballos;Baden-Württemberg;Hembras de vientre con más de 36 meses;1
Tenerife;El Rosario;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Tenerife;El Rosario;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;El Rosario;Bovinos;Salers;Cebo;1
Tenerife;El Rosario;Bovinos;Otro;Cebo;1
Tenerife;El Rosario;Bovinos;Mestiza;Reproductores macho;1
Tenerife;El Rosario;Bovinos;Mestiza;Reposición;1
Tenerife;El Rosario;Bovinos;Limousin;Cebo;1
Tenerife;El Rosario;Bovinos;Charolaise;Cebo;1
Tenerife;El Rosario;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
Tenerife;El Rosario;Asnos;Majorera;Sementales con más de 36 meses;1
Tenerife;El Rosario;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
Tenerife;El Rosario;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Candelaria;Caballos;Welsh;Hembras de vientre con más de 36 meses;1
Tenerife;Candelaria;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;1
Tenerife;Candelaria;Caballos;Pura Raza Árabe (PRA);Sementales con más de 36 meses;1
Tenerife;Candelaria;Caballos;Pura Raza Española (PRE);Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Candelaria;Caballos;Pura Raza Española (PRE);Animales con menos de 6 meses;1
Tenerife;Candelaria;Caballos;Mestiza;Sementales con más de 36 meses;1
Tenerife;Buenavista del Norte;Ovinos;Canaria de Pelo;Reproductoras hembra;1
Tenerife;Arona;Ovinos;Canaria;Reproductores macho;1
Tenerife;Arona;Caprinos;Otro;Reproductores macho;1
Tenerife;Arona;Caprinos;Desconocido;Reproductores macho;1
Tenerife;Arona;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
Tenerife;Arona;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;1
Tenerife;Arona;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Tenerife;Arona;Caballos;Otro;Sementales con más de 36 meses;1
Tenerife;Arona;Caballos;Koninklijk Warmbloed Paardenstamboek Nederland (KWPN);No reproductores con más de 36 meses;1
Tenerife;Arona;Asnos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Arona;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Arico;Porcinos;Mestiza;Verracos;1
Tenerife;Arico;Conejos;Común Pardo Español;Reproductores macho;1
Tenerife;Arico;Conejos;Común Pardo Español;Reproductoras hembra;1
Tenerife;Arico;Conejos;Angora;Reposición;1
Tenerife;Arico;Caballos;Pura Raza Árabe (PRA);No reproductores con más de 36 meses;1
Tenerife;Arico;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;1
Tenerife;Arico;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;1
Tenerife;Arico;Caballos;Anglo-Árabe;Sementales con más de 36 meses;1
Tenerife;Arico;Bovinos;Mestiza;Reproductores macho;1
Tenerife;Arico;Bovinos;Frisona Europea;Reproductores macho;1
Tenerife;Arico;Bovinos;Frisona Europea;Reproductoras hembra;1
Tenerife;Arico;Asnos;Mestiza;Sementales con más de 36 meses;1
Tenerife;Arafo;Porcinos;Negra Canaria;Verracos;1
Tenerife;Arafo;Porcinos;Negra Canaria;Reposición;1
Tenerife;Arafo;Porcinos;Negra Canaria;Cerdas;1
Tenerife;Arafo;Ovinos;Canaria de Pelo;Reproductores macho;1
Tenerife;Arafo;Mulas;Mestiza;Animales con menos de 6 meses;1
Tenerife;Arafo;Caprinos;Palmera;Reproductores macho;1
Tenerife;Arafo;Caprinos;Palmera;Reproductoras hembra;1
Tenerife;Arafo;Caballos;Póney Cruzado;Sementales con más de 36 meses;1
Tenerife;Arafo;Caballos;Póney Cruzado;No reproductores con más de 36 meses;1
Tenerife;Arafo;Caballos;Póney Cruzado;Animales mayores de 6 meses y menores de 12 meses;1
Tenerife;Arafo;Bovinos;Mestiza;Reproductoras hembra;1
Tenerife;Arafo;Bovinos;Frisona Europea;Reproductores macho;1
Tenerife;Arafo;Bovinos;Frisona Europea;Reproductoras hembra;1
Tenerife;Arafo;Bovinos;Canaria;Reproductoras hembra;1
Tenerife;Arafo;Asnos;Majorera;Sementales con más de 36 meses;1
Tenerife;Arafo;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
Tenerife;Arafo;Asnos;Andaluz;Hembras de vientre con más de 36 meses;1
Tenerife;Arafo;Asnos;Andaluz;Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Adeje;Porcinos;Mestiza;Verracos;1
Tenerife;Adeje;Ovinos;Canaria;Reproductores macho;1
Tenerife;Adeje;Ovinos;Canaria;Reproductoras hembra;1
Tenerife;Adeje;Caprinos;Agrupación Canaria;Reproductoras hembra;1
Tenerife;Adeje;Caballos;Pura Raza Árabe (PRA);Animales mayores de 12 meses y menores de 36 meses;1
Tenerife;Adeje;Caballos;Mestiza;No reproductores con más de 36 meses;1
Tenerife;Adeje;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;1
Tenerife;Adeje;Bovinos;Fleickvieh;Reposición;1
Lanzarote;Yaiza;Dorada (Sparus aurata);No aplicable;Nº de alevines;3345715
Lanzarote;Yaiza;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de alevines;2157142
Lanzarote;Arrecife;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;29080
Lanzarote;Teguise;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;23075
Lanzarote;Tinajo;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;10000
Lanzarote;Teguise;Caprinos;Majorera;Reproductoras hembra;6456
Lanzarote;Arrecife;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;5000
Lanzarote;Arrecife;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);5000
Lanzarote;Haría;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;4601
Lanzarote;Yaiza;Caprinos;Majorera;Reproductoras hembra;3258
Lanzarote;Tinajo;Caprinos;Majorera;Reproductoras hembra;2193
Lanzarote;San Bartolomé;Caprinos;Majorera;Reproductoras hembra;1939
Lanzarote;Teguise;Caprinos;Majorera;No reproductores menores de 4 meses;1334
Lanzarote;San Bartolomé;Gallinas;Desconocido;Desconocido;1000
Lanzarote;Haría;Caprinos;Majorera;Reproductoras hembra;988
Lanzarote;Yaiza;Caprinos;Majorera;No reproductores menores de 4 meses;856
Lanzarote;Tinajo;Caprinos;Majorera;No reproductores menores de 4 meses;573
Lanzarote;Yaiza;Caprinos;Majorera;No reproductores de 4 a 12 meses;568
Lanzarote;Tinajo;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;500
Lanzarote;Teguise;Caprinos;Majorera;No reproductores de 4 a 12 meses;495
Lanzarote;Yaiza;Ovinos;Canaria;Reproductoras hembra;426
Lanzarote;Arrecife;Dorada (Sparus aurata);No aplicable;Kgs de huevos;400
Lanzarote;Teguise;Porcinos;Mestiza;Lechones;385
Lanzarote;Haría;Caprinos;Majorera;No reproductores de 4 a 12 meses;370
Lanzarote;Teguise;Porcinos;Mestiza;Cebo;330
Lanzarote;San Bartolomé;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;328
Lanzarote;Teguise;Ovinos;Canaria;Reproductoras hembra;325
Lanzarote;Haría;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;300
Lanzarote;Tinajo;Caprinos;Majorera;No reproductores de 4 a 12 meses;295
Lanzarote;Teguise;Ovinos;Canaria de Pelo;Reproductoras hembra;287
Lanzarote;Yaiza;Dromedarios;Desconocido;Total;251
Lanzarote;Arrecife;Ovinos;Canaria de Pelo;Reproductoras hembra;246
Lanzarote;San Bartolomé;Caprinos;Majorera;No reproductores menores de 4 meses;242
Lanzarote;Teguise;Caprinos;Majorera;Reproductores macho;231
Lanzarote;Tinajo;Ovinos;Canaria de Pelo;Reproductoras hembra;221
Lanzarote;Haría;Caprinos;Majorera;No reproductores menores de 4 meses;206
Lanzarote;Yaiza;Porcinos;Mestiza;Lechones;200
Lanzarote;San Bartolomé;Caprinos;Majorera;No reproductores de 4 a 12 meses;200
Lanzarote;Arrecife;Dorada (Sparus aurata);No aplicable;Kgs de adultos de engorde;200
Lanzarote;Yaiza;Porcinos;Mestiza;Cebo;169
Lanzarote;Arrecife;Caprinos;Majorera;Reproductoras hembra;163
Lanzarote;Yaiza;Ovinos;Canaria de Pelo;Reproductoras hembra;158
Lanzarote;Yaiza;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;157
Lanzarote;Teguise;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;155
Lanzarote;Haría;Abejas;Negra Canaria;Trashumante;153
Lanzarote;Tías;Gallinas;Desconocido;Granjas de producción para huevos. Ecológica;150
Lanzarote;Teguise;Gallinas;Desconocido;Granjas de selección para carne;150
Lanzarote;Teguise;Gallinas;Desconocido;Granjas de cría para carne;130
Lanzarote;Yaiza;Porcinos;Mestiza;Cerdas;126
Lanzarote;Tinajo;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;125
Lanzarote;Tinajo;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;123
Lanzarote;Teguise;Ovinos;Canaria;No reproductores menores de 4 meses;113
Lanzarote;Teguise;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;103
Lanzarote;Arrecife;Gallinas;Desconocido;Desconocido;100
Lanzarote;Arrecife;Dorada (Sparus aurata);No aplicable;Kgs de reproductores;100
Lanzarote;San Bartolomé;Ovinos;Canaria de Pelo;Reproductoras hembra;97
Lanzarote;Haría;Ovinos;Canaria de Pelo;Reproductoras hembra;96
Lanzarote;Yaiza;Ovinos;Canaria;No reproductores menores de 4 meses;94
Lanzarote;Yaiza;Ovinos;Canaria;No reproductores de 4 a 12 meses;84
Lanzarote;Yaiza;Caprinos;Majorera;Reproductores macho;79
Lanzarote;Tinajo;Caprinos;Majorera;Reproductores macho;79
Lanzarote;Haría;Palomas;Desconocido;Granjas de cría para carne;70
Lanzarote;Tinajo;Ovinos;Canaria;Reproductoras hembra;64
Lanzarote;Tías;Ovinos;Canaria de Pelo;Reproductoras hembra;61
Lanzarote;Yaiza;Porcinos;Ibérico;Cerdas;60
Lanzarote;Yaiza;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;58
Lanzarote;Tinajo;Porcinos;Negra Canaria;Lechones;57
Lanzarote;Teguise;Conejos;Californiana;Reposición;52
Lanzarote;San Bartolomé;Caprinos;Majorera;Reproductores macho;52
Lanzarote;Arrecife;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;51
Lanzarote;Yaiza;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;50
Lanzarote;Tinajo;Porcinos;Negra Canaria;Cebo;50
Lanzarote;Arrecife;Lubina o robalo (Dicentrarchus labrax);No aplicable;Kgs de reproductores;50
Lanzarote;Arrecife;Lubina o robalo (Dicentrarchus labrax);No aplicable;Kgs de adultos de engorde;50
Lanzarote;Yaiza;Porcinos;Ibérico;Lechones;48
Lanzarote;Tías;Bovinos;Mestiza;Reproductores macho;45
Lanzarote;Haría;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;45
Lanzarote;Tías;Ovinos;Canaria;Reproductoras hembra;42
Lanzarote;Teguise;Gallinas;Desconocido;Granjas de producción para huevos. Campera;42
Lanzarote;Teguise;Abejas;Negra Canaria;Trashumante;40
Lanzarote;Arrecife;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;40
Lanzarote;Arrecife;Caprinos;Majorera;No reproductores de 4 a 12 meses;39
Lanzarote;Yaiza;Bovinos;Jersey;Reproductoras hembra;38
Lanzarote;Yaiza;Ovinos;Canaria;Reproductores macho;36
Lanzarote;Tías;Porcinos;Negra Canaria;Lechones;36
Lanzarote;Tías;Gallinas;Desconocido;Granjas de producción para huevos. En suelo;36
Lanzarote;Tías;Bovinos;Mestiza;Reproductoras hembra;36
Lanzarote;Arrecife;Caprinos;Majorera;No reproductores menores de 4 meses;36
Lanzarote;Haría;Porcinos;Mestiza;Lechones;33
Lanzarote;Tías;Porcinos;Negra Canaria;Cebo;32
Lanzarote;Tías;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;32
Lanzarote;Yaiza;Caprinos;Agrupación Canaria;No reproductores menores de 4 meses;30
Lanzarote;Tías;Palomas;Desconocido;Granjas de producción para carne;30
Lanzarote;Tías;Conejos;Californiana;Cebo;30
Lanzarote;Teguise;Palomas;Desconocido;Granjas de producción para carne;30
Lanzarote;San Bartolomé;Ovinos;Canaria de Pelo;No reproductores menores de 4 meses;30
Lanzarote;San Bartolomé;Gallinas;Desconocido;Granjas de producción para huevos. Campera;30
Lanzarote;Haría;Gallinas;Desconocido;Granjas de multiplicación para huevos;30
Lanzarote;Haría;Conejos;Californiana;Reposición;30
Lanzarote;Haría;Caprinos;Majorera;Reproductores macho;30
Lanzarote;Tinajo;Abejas;Negra Canaria;Estante;29
Lanzarote;Teguise;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;29
Lanzarote;Tinajo;Ovinos;Desconocido;Reproductoras hembra;27
Lanzarote;Yaiza;Porcinos;Mestiza;Reposición;25
Lanzarote;Tinajo;Conejos;Californiana;Cebo;25
Lanzarote;San Bartolomé;Gallinas;Desconocido;Granjas de cría para huevos (aves de explotación);25
Lanzarote;Haría;Ovinos;Canaria;Reproductoras hembra;25
Lanzarote;Yaiza;Porcinos;Ibérico;Reposición;24
Lanzarote;Tinajo;Ovinos;Canaria;No reproductores menores de 4 meses;23
Lanzarote;Teguise;Faisanes;Desconocido;Granjas de producción para carne;23
Lanzarote;Teguise;Conejos;Neozelandés;Reposición;23
Lanzarote;Teguise;Porcinos;Negra Canaria;Lechones;21
Lanzarote;Haría;Gallinas;Desconocido;Granjas de producción para huevos. Campera;21
Lanzarote;Yaiza;Porcinos;Mestiza;Recría/Transición;20
